0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0.0999891760916772,0.000596100339808744,8.731710253909594e-06,5.228764305082206e-06,0.6230566679345447,0.2082866320366715,0.23636114971574143,0.14532220744985577,0.025675085360719385,0.0,0.0766761056750527,0.0012367863196328475,0.002507226832895707,0.17710315789454825,0.00019080514426200542,1.6741523905642117e-06,0.0045057152875422,0.0021238199953730096,0.004476237877645184,0.0013401104826533988,0.0002686378795862377,1.4698676567865192e-05,1.1975351880759021e-06,1.2138587355345243e-05,0.0,0.0,3.794747051235131e-05,0.0,0.0,1.0764551925512194e-05,0.0,1.0193679536195355e-05,0.05939526482856477,7.307250688024827e-06,0.00014113518579944337,5.497801795582181e-06,3.152193548468493e-06,5.920665097922732e-06,2.3867493166141087e-06,0.00717146383090584
2.254980893784349e-05,0.005075503421443739,4.453172263110978e-05,1.7516360466960083e-05,0.0005076519332158972,3.5289686071391715e-05,3.821392148247226e-05,0.16592475099774068,5.985758956034406e-05,0.0,3.2479171167642145e-05,2.496876821159845e-05,2.8866097901452496e-05,1.684210521053341e-05,1.4199452566728868e-05,1.0602965523899947e-05,5.011412352677008e-05,4.621673056398508e-05,6.18085171323903e-05,2.1352291355068884e-05,2.8847020553503506e-05,3.429691266537482e-05,9.580281833929407e-06,4.193330171783545e-05,5.449442590127584e-05,0.0,9.89934020072848e-05,0.0,5.6176609460931645e-05,4.844048440486785e-05,0.0,6.116207861880313e-05,1.2058148182585125e-05,6.667866262242156e-05,2.6875408400121185e-05,3.4153011133549144e-05,7.502220707768447e-05,4.945496790825466e-05,8.830972556798492e-05,0.0008988453616492008
5.245797660920465e-05,0.0019235638935028087,0.10271154532930123,0.0004439220908854678,0.0013066519324619087,0.0038059159322960424,0.000750199617257671,0.0017257129552516956,0.0009882870155836336,0.0,0.00016480172061418894,0.00010570111866325194,9.07220235960297e-05,0.001359999999947941,0.0007676579066767771,0.31152684656920027,0.002523929493301228,0.00025365461479430473,0.0001821724712185093,0.0015078784869564069,0.012354638059948271,0.00469622733892901,0.0005933787078385268,0.0015625672449877635,0.0036783738794633363,5.8816599518136226e-05,0.00012869142242798233,0.00016675001250833856,0.0002247064687408672,0.00017761511343151795,0.0,0.00022935779727336594,0.00010725405493313238,0.046084090014263175,0.00021531759971090948,0.0026026260500052268,0.00025280592508371047,0.00012642361523478032,0.00032316586065944084,0.00020509485932549738
0.0005898555292844004,0.00039477885275069556,0.00035581719632858547,0.03692226566017868,7.872283600489531e-05,0.00029842799780130483,0.0016814125468880678,0.0012328917399693027,0.000226694701998417,0.0,0.0008167910097354291,0.0003520596320353065,0.0003257745389673725,0.00030947368389486717,0.00024316562587637784,0.00019978219271699874,0.01056952423428138,0.0010447130745519138,0.0006733875289935671,0.00023487520602421107,0.1378905616153267,0.04875796178309292,0.37482673162085794,0.001572498816239617,0.020489904903164068,0.00017644981472897639,0.011399090250349355,0.0013340003293480158,0.0008426492809511074,0.00031217201620073524,0.0,0.0002956167163610822,0.0012845101026499502,0.0023401470400615694,0.017113034195872918,0.00024090367867081645,0.0002937844415605422,0.00022742319760150965,0.0001348513377014093,0.0007311212742472586
0.0018450491063333669,0.0011355790114094448,6.112197237767225e-05,2.7451012664590153e-05,0.06542382682742903,0.006667449176964094,0.003598142400911562,0.007610380713531218,0.0007131968154490663,0.0,0.0011391768572974852,6.408650512984145e-05,0.059208491580414274,0.002555789473369497,2.5736507746689436e-05,1.0323940087106584e-05,0.00010478407566779457,0.00020313865333583233,0.0005920605325784016,3.762070384270359e-05,6.400432700802596e-05,8.329250324599357e-05,9.580281833929407e-06,7.724555573212535e-05,5.449442590127584e-05,0.0,0.00027223185574689305,0.0,5.6176609460931645e-05,6.45873130331991e-05,0.0,6.116207861880313e-05,0.0008694559489034177,5.2064161246371915e-05,4.086319409278539e-05,3.931761283280317e-05,2.2695793618321412e-05,1.7413721028357304e-05,2.529954297927062e-05,0.011989669415100145
0.0005580484303374985,0.0012016376243909163,2.051951919273636e-05,2.0130742637475067e-05,0.00030826979700917183,0.14363746138272937,0.003503613226543416,0.005227460977643287,0.002233834311581046,0.0,5.172608739062961e-05,5.4098997753649906e-05,5.773219580290499e-05,7.157894700003014e-05,0.0004277585097319593,8.370762259749008e-06,0.00022779146955116602,0.0002429065377058725,0.0021145019041105126,2.7452946107835234e-05,0.00018299828716308405,0.00010044096025237034,1.4370422750894109e-05,5.7382412924953454e-05,2.7247209204146e-05,0.0,6.92953811328675e-05,0.0,5.6176609460931645e-05,4.844048440486785e-05,0.0,5.606523955152094e-05,2.4750935632974202e-05,3.4709440830914614e-05,3.882003439895129e-05,5.930961934553292e-05,1.9543600069852917e-05,1.2537879109769112e-05,2.816364221171604e-05,0.006259625460219218
0.0003581859129503982,0.0005898090431489495,0.00039423672182998295,0.0002956866223600795,7.210128899448589e-05,0.004790191308361369,0.08245156385408402,0.005387820774108808,0.019630742348422648,0.0,0.0006339453049554355,0.0002105699451977415,0.0006762914482125759,0.0005515789469476007,0.011098647147063977,8.091736853648442e-05,0.00544877197606947,0.000556750383249567,0.0004944681370591224,0.0007859676805108067,0.0005084287386189718,0.0004973052424058966,0.00010837693855506596,0.0004237470493853377,0.0005176970647945801,0.0002352664304216803,0.002004616392235536,0.0,0.0005055895623912364,0.0003659947787885481,0.0,0.00037206931638662484,0.00037507187289385007,0.0008951382119205021,0.00014223534869820922,6.64734216685709e-05,8.006571678990819e-05,7.13962564940138e-05,5.847535878213052e-05,0.0009865375920477557
0.03420639863884196,0.008422473139782923,0.0006911148734644345,0.00048679795829498516,0.029578450248864706,0.04043737730106092,0.025637518830019423,0.031993456783498575,0.027600716762712047,0.00181818175,0.000980389797961629,0.0005942566838480277,0.0010639219128745255,0.0020778947367903486,0.001392433821565272,0.0001891792271930988,0.003630996040757277,0.013535053240384327,0.007823657046908631,0.0009303498419676948,0.0007833769041062284,0.0008231259181164724,0.0001963957780895361,0.0010251588775008,0.0006539331332942616,0.0003528996456325204,0.0015327478422742548,0.0008337502001104771,0.0008988259058606094,0.0013670981448643308,0.0,0.0014067278278553058,0.001301010726579792,0.0010120542234312727,0.0008174210483483915,0.0006345796072120629,0.001142985391978442,0.0008605860970505211,0.0014322882791693078,0.010490606287232541
0.00017612587634492752,3.4602130547552706e-05,5.1080505441603e-05,2.0392180843742234e-05,0.00025971178600415275,0.000653626360436592,0.00046258957624799817,7.212836022547536e-05,0.015850799226122318,0.0,4.089969689114677e-05,3.828544456060024e-05,4.9484739421636464e-05,2.7368420894748368e-05,2.484904186974897e-05,1.3114194148112258e-05,6.378161062238639e-05,7.09373075422499e-05,0.0001008454748033438,4.473813448080211e-05,3.605877569187938e-05,5.14453696717516e-05,1.197535221008121e-05,5.627890487320763e-05,2.7247209204146e-05,5.8816599518136226e-05,7.259516153250481e-05,0.0,5.6176609460931645e-05,7.535186495871131e-05,0.0,8.154943909282483e-05,2.0943099502572976e-05,5.2064161246371915e-05,4.0706027945867117e-05,6.03092196803324e-05,0.00010654414290911071,0.00018806818789161774,0.00012888446434423842,0.010944557476087583
4.747328156213936e-06,7.864120500348045e-06,3.929269566234911e-06,3.267977668209032e-06,2.5750460326269953e-05,1.0740339064838866e-05,1.2067553715704738e-05,1.2412787536354471e-05,8.914960035509567e-06,0.0,1.0826390168676465e-05,2.496876615167507e-06,8.247456381268528e-06,1.0526315684214958e-05,2.6623971427152072e-06,5.580507968547373e-07,4.555828614254406e-06,7.523653695887665e-06,0.0,1.5251636602302533e-05,5.4088161678538445e-06,4.899558855955064e-06,1.1975351880759021e-06,5.517539651799713e-06,0.0,0.0,2.144857032904376e-05,0.0,0.0,0.0,0.0,0.0,8.884951145462025e-06,2.7402187882209096e-06,1.7288274432182412e-06,8.330002637279034e-07,6.304386056713106e-07,6.965488181481803e-07,7.160247424757472e-07,1.1850301310842377e-06
0.0011635701426940665,0.005967294695179762,0.0002174195873873984,5.633993555351913e-05,0.0001390524860046478,0.0011269684546838452,7.441658373577894e-05,0.00052435640529198,0.00013627153437294163,0.0,0.17892294256478739,0.2901870243968948,0.04046614625145287,0.0022084210523167194,0.002087319533654524,0.00012025995121101715,0.005562667711471479,0.003020209608942051,0.0128756900589227,0.0011743760301210554,0.000990714865140223,0.0004556589904460552,1.7364260803414413e-05,0.0005583750180424165,0.003978093233159829,0.0,0.0003365775667340243,0.0,5.6176609460931645e-05,0.001248688069243319,0.0,5.606523955152094e-05,0.01775974837800736,7.581272591965591e-05,0.0018888225647461668,7.646942497075079e-05,3.5935006764607985e-05,0.00014314078744498944,0.0069480660050640596,0.0008236805927211896
2.6110305120279705e-05,8.650532636888176e-05,0.0003654220777039349,0.00020313749385456858,2.4279005502509536e-05,3.5289686071391715e-05,2.4135107984505708e-05,4.0257689436754354e-05,3.4386274973042104e-05,0.0,0.012505683854755855,0.07402241030158203,0.0014927896605768432,0.0024168421049483866,0.000183705417978641,7.53368602610091e-06,0.0009157217105774778,0.0003460880759222749,0.0009889362750128414,0.00063751841635143,0.0001766880012620651,0.0018471337574113749,0.00020118591900650083,5.076136522140792e-05,8.174163510542184e-05,5.8816599518136226e-05,0.0002689320753472557,0.0,5.6176609460931645e-05,4.844048440486785e-05,0.0,4.5871558613694596e-05,0.0007317392037053947,0.00013701095071444892,0.001341884428187971,8.030122619306214e-05,2.6478425945831862e-05,7.557554959445382e-05,0.00543224149889436,0.0018797540605364805
7.738144969043087e-05,6.291296227267783e-06,0.000273739119197457,0.0003393468044602939,8.093001834169847e-06,1.9946344218667552e-05,3.218014434807177e-05,1.91224024732326e-05,7.514037859290968e-05,0.0,0.0002718626922286091,0.0005659587464347388,0.14601709697667578,0.000806315789052971,0.0003017383678971743,2.2322032641509366e-06,2.7334975444085696e-05,0.0007846096135636642,0.0012817134615706793,0.00066090425919755,1.1719102068872789e-05,0.002168054874939685,0.0002442971874238443,1.3242095103626374e-05,0.0,0.005469944709486163,1.1549230037571329e-05,0.0,0.0,1.0764551925512194e-05,0.0,1.0193679536195355e-05,0.0005971956553699689,0.00013153051263563363,0.0015021938820097335,1.6326805315674954e-05,9.45658064540548e-06,5.920665097922732e-06,0.0017134473515019082,0.00022202386133945631
0.0009831716709302156,4.718471954187522e-06,2.619513004136268e-06,0.0012891518434172055,2.207182134478098e-06,0.00028998915981395216,0.0008004810930089442,0.000501879195396437,0.0007679601422320422,0.0,3.6087965023545725e-06,6.6583381745008955e-06,0.00278764036119909,0.1941326315790291,0.003155828342595588,5.580507968547373e-07,4.555828614254406e-06,0.00028697365297039996,3.253079284064567e-06,0.0010564300391662838,0.002236545569075193,7.3493379470879125e-06,0.00023890827883051103,0.0008309414798152762,0.0,0.0,0.00048011800005293506,0.0,0.0,0.014053123064940946,0.0,0.005550458715600573,0.027410709412563104,0.00012696348098701642,0.043653835938012434,3.831801222311359e-06,1.8913159903845786e-06,2.437920911406364e-06,0.000500023986818962,0.0012083075183666045
0.0012103313254766491,0.0006794600176314653,0.00011569516194485128,0.0003342487592403714,0.0005584171265577193,0.010419663413092058,0.03468818445639906,0.01171129734758108,0.016839086242056184,0.0,0.0022374540177038235,0.002466914301320074,0.008639210883143006,0.0053726315789496305,0.2171912772761327,0.00021903494593744107,0.002428257076114795,0.008502803635779072,0.011031193781908588,0.008397551196999932,0.01041647886049808,0.0007177853990081469,9.700035385669217e-05,0.0016530548961269799,0.007547478268313598,0.005293494878582619,0.002613425815170173,0.015174253752065712,0.0210662322246091,0.005748270942841774,0.0,0.005448521916033727,0.006019554508383907,2.2835158243085865e-05,0.0007237500341639906,0.0014822406840665184,0.01236920760780364,0.010523111664720669,0.040107413267267245,0.013062375627376258
0.0022583040264702735,0.1080074048556396,0.005330272577758179,0.02403035506839166,0.007168928170048399,0.005465298347349581,0.018330614781101016,0.018586304266871977,0.009633251273090915,0.00181818175,0.006833858212720147,0.002878898977154769,0.002127843825749051,0.005976842104897254,0.006916020887350571,0.020273986209993138,0.0074578927457545265,0.009364799403078931,0.002348723653714622,0.0031245519830180495,0.022679167042122177,0.03840029397355884,0.007624108060654561,0.005241662721405653,0.00035421377959776875,0.0003528996456325204,0.0036116092862421146,0.0008337502001104771,0.006291781356472836,0.0041389703700326005,0.0,0.006309887868378931,0.004957802827652405,0.053386773693497376,0.008640365228910932,0.13421017163301152,0.00501135735338998,0.0011231850113572583,0.005129601682515326,0.0065427206963017724
0.00095492506816575,0.00021547690378566426,4.2785380628352267e-05,0.003812553504958384,0.0002177753220095431,0.00044188824358629977,0.0034714330821953446,0.001599236714157442,0.01434289738728399,0.0,0.009854421136934573,0.0013924249749481766,0.017179452286308714,8.21052626842451e-05,0.0052333857528240315,6.0827539082394005e-05,0.008961316451557629,0.012906290741794996,0.0008360415218238982,0.03159325714969011,0.005463806003786417,0.004015188633024749,0.0009568306510041034,0.0016342952610680893,0.00664832020722412,0.004646512170661147,0.0029170055815375827,0.00016675001250833856,0.009325318792614536,0.004101294436073119,0.0,0.0029510703357565884,0.010662576204229912,8.220657042866935e-05,5.54796442866813e-05,9.762763184353658e-05,9.834843964841849e-05,6.268939593194742e-05,0.00045777852346857013,0.0004633044624690634
0.004633154960376673,0.0025353924743122492,0.0013621468131767918,0.004468501989070982,0.0005216307545474337,0.0018135830001143425,0.002892190482270764,0.0035389863851851694,0.0014569592089632639,0.0,0.006702738595330783,0.004117349881502902,0.018894923277117986,0.04128421052628054,0.017345518830071984,0.0005608410718635755,0.06377250010149563,0.06626834293655373,0.03472012127402908,0.020333482121524558,0.009667357793113208,0.001996570308244364,0.0008472561772609615,0.01100859522324639,0.003950846023955684,5.8816599518136226e-05,0.002497933512525861,0.00016675001250833856,0.005617661919353094,0.01905325762157729,0.0,0.018088685014667243,0.018719957758263118,0.0005443901778905633,0.010117726862214379,0.00023590567704263402,0.0022077963833307306,0.0013875252977572534,0.005927730661972374,0.00828949744606545
0.0034026474899750115,6.291296227267783e-06,6.112197129712309e-06,7.18955094195538e-06,0.0005782817673866226,0.00041350306138027956,0.0006838280693323619,0.0004344475655252934,0.006297782594401682,0.0,1.9246916222987465e-05,1.7478137679454803e-05,2.8866097901452496e-05,2.3157894736851858e-05,1.59743840765567e-05,2.7902540610056737e-06,0.0014123071172309242,0.0008630705750973739,0.048799450880075146,2.4402618731452057e-05,1.712791848463072e-05,3.184713357424197e-05,4.191373240596205e-06,1.9863142807171907e-05,0.0,0.0,1.1549230037571329e-05,0.0,0.0,2.152910385102439e-05,0.0,2.038735907239071e-05,1.3327426892718865e-05,5.480437827628562e-06,3.661970855819892e-05,0.00041716653622577446,8.258747173270538e-05,5.5375633101952866e-05,0.0004942957883540711,0.003726835147187766
